fips2010,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,cntyname,pop2010,hu2010,state_alpha
1605399999,561,598,763,1006,1163,Jerome County,22374,8101,ID
1605599999,658,674,891,1274,1569,Kootenai County,138494,63177,ID
1605799999,562,588,761,1107,1340,Latah County,37244,15988,ID
1605999999,528,604,718,1019,1224,Lemhi County,7936,4729,ID
1606199999,512,571,697,1014,1148,Lewis County,3821,1880,ID
1606399999,541,631,736,1046,1295,Lincoln County,5208,1976,ID
1606599999,622,640,735,1069,1295,Madison County,37536,11280,ID
1606799999,512,607,697,956,960,Minidoka County,20069,7665,ID
1606999999,542,620,825,1075,1343,Nez Perce County,39265,17438,ID
1607199999,514,530,700,956,1004,Oneida County,4286,1906,ID
1607399999,580,711,910,1314,1530,Owyhee County,11526,4781,ID
1607599999,589,602,801,1017,1386,Payette County,22623,8945,ID
1607799999,584,598,795,997,1083,Power County,7817,2944,ID
1607999999,540,585,735,966,1212,Shoshone County,12765,7061,ID
1608199999,688,693,909,1140,1461,Teton County,10170,5478,ID
1608399999,513,589,778,1044,1356,Twin Falls County,77230,31072,ID
1608599999,588,601,800,1164,1364,Valley County,9862,11789,ID
1608799999,536,548,729,1052,1105,Washington County,10198,4529,ID
1700199999,549,553,727,1006,1040,Adams County,67103,29842,IL
1700399999,557,561,744,1067,1185,Alexander County,8238,4006,IL
1700599999,512,638,751,942,1153,Bond County,17768,7089,IL
1700799999,548,620,825,1111,1200,Boone County,54165,19970,IL
1700999999,488,544,724,908,1042,Brown County,6937,2462,IL
1701199999,517,609,810,1016,1103,Bureau County,34978,15720,IL
1701399999,651,739,957,1268,1482,Calhoun County,5089,2835,IL
1701599999,489,542,721,904,1038,Carroll County,15387,8437,IL
1701799999,572,589,684,984,1018,Cass County,13642,5836,IL
1701999999,657,742,907,1149,1480,Champaign County,201081,87569,IL
1702199999,513,542,710,902,998,Christian County,34800,15563,IL
1702399999,482,556,716,939,1261,Clark County,16335,7772,IL
1702599999,451,583,670,846,964,Clay County,13815,6404,IL
1702799999,651,739,957,1268,1482,Clinton County,37762,15311,IL
1702999999,514,613,763,1070,1166,Coles County,53873,23425,IL
1703199999,953,1099,1279,1626,1944,Cook County,5194675,2180359,IL
1703399999,461,593,684,858,932,Crawford County,19817,8661,IL
1703599999,427,530,670,840,1119,Cumberland County,11048,4874,IL
1703799999,671,762,1013,1402,1683,DeKalb County,105160,41079,IL
1703999999,570,574,709,982,983,De Witt County,16561,7521,IL
1704199999,504,562,748,988,1065,Douglas County,19980,8390,IL
1704399999,953,1099,1279,1626,1944,DuPage County,916924,356179,IL
1704599999,475,530,705,915,961,Edgar County,18576,8803,IL
1704799999,451,579,670,840,984,Edwards County,6721,3187,IL
1704999999,539,543,699,1017,1118,Effingham County,34242,14570,IL
1705199999,439,504,670,863,931,Fayette County,22140,9302,IL
1705399999,657,742,907,1149,1480,Ford County,14081,6282,IL
1705599999,497,564,737,927,1035,Franklin County,39561,18525,IL
1705799999,511,614,759,1009,1222,Fulton County,37069,16195,IL
1705999999,451,583,670,961,964,Gallatin County,5589,2746,IL
1706199999,453,575,673,876,1036,Greene County,13886,6389,IL
1706399999,716,844,1122,1523,1528,Grundy County,50063,19996,IL
1706599999,475,538,705,884,1015,Hamilton County,8457,4104,IL
1706799999,440,530,679,851,991,Hancock County,19104,9274,IL
1706999999,451,572,670,900,964,Hardin County,4320,2488,IL
1707199999,457,546,716,898,1026,Henderson County,7331,3827,IL
1707399999,544,641,822,1070,1201,Henry County,50486,22161,IL
1707599999,520,556,675,884,1178,Iroquois County,29718,13452,IL
1707799999,480,598,753,1021,1026,Jackson County,60218,28578,IL
1707999999,451,559,670,961,964,Jasper County,9698,4345,IL
1708199999,484,566,737,924,1038,Jefferson County,38827,16954,IL
1708399999,651,739,957,1268,1482,Jersey County,22985,9848,IL
1708599999,469,591,679,952,1055,Jo Daviess County,22678,13574,IL
1708799999,490,547,728,913,1048,Johnson County,12582,5598,IL
1708999999,953,1099,1279,1626,1944,Kane County,515269,182047,IL
1709199999,603,711,945,1282,1531,Kankakee County,113449,45246,IL
1709399999,1014,1021,1358,1975,2392,Kendall County,114736,40321,IL
1709599999,436,514,684,865,932,Knox County,52919,24077,IL
1709799999,953,1099,1279,1626,1944,Lake County,703462,260310,IL
1709999999,536,632,840,1191,1279,La Salle County,113924,49978,IL
1710199999,520,523,696,873,948,Lawrence County,16833,6936,IL
1710399999,583,620,825,1034,1163,Lee County,36031,15049,IL
1710599999,474,559,743,1011,1065,Livingston County,38950,15895,IL
1710799999,480,535,712,952,1001,Logan County,30305,12107,IL
1710999999,524,620,778,975,1091,McDonough County,32612,14419,IL
1711199999,953,1099,1279,1626,1944,McHenry County,308760,116040,IL
1711399999,659,728,961,1321,1649,McLean County,169572,69656,IL
1711599999,518,620,812,1113,1134,Macon County,110768,50475,IL
1711799999,468,516,686,936,987,Macoupin County,47765,21584,IL
1711999999,651,739,957,1268,1482,Madison County,269282,117106,IL
1712199999,464,547,727,954,1004,Marion County,39437,18296,IL
1712399999,581,646,824,1053,1195,Marshall County,12640,5914,IL
1712599999,519,580,771,967,1050,Mason County,14666,7077,IL
1712799999,517,599,797,999,1153,Massac County,15429,7113,IL
1712999999,588,674,876,1132,1193,Menard County,12705,5654,IL
1713199999,544,641,822,1070,1201,Mercer County,16434,7358,IL
1713399999,651,739,957,1268,1482,Monroe County,32957,13392,IL
1713599999,453,566,710,890,1024,Montgomery County,30104,13080,IL
1713799999,456,538,715,953,974,Morgan County,35547,15515,IL
1713999999,525,588,675,907,1060,Moultrie County,14846,6260,IL
1714199999,503,586,780,1053,1226,Ogle County,53497,22561,IL
1714399999,581,646,824,1053,1195,Peoria County,186494,83034,IL
1714599999,451,563,670,863,980,Perry County,22350,9426,IL
1714799999,657,742,907,1149,1480,Piatt County,16729,7269,IL
1714999999,451,504,670,857,913,Pike County,16430,7951,IL
1715199999,451,504,670,961,964,Pope County,4470,2491,IL
1715399999,451,583,670,946,964,Pulaski County,6161,3155,IL
1715599999,517,586,779,979,1121,Putnam County,6006,3074,IL
1715799999,500,590,711,920,1120,Randolph County,33476,13707,IL
1715999999,500,504,670,883,1057,Richland County,16233,7513,IL
1716199999,544,641,822,1070,1201,Rock Island County,147546,65756,IL
1716399999,651,739,957,1268,1482,St. Clair County,270056,116249,IL
1716599999,457,538,716,972,975,Saline County,24913,11697,IL
1716799999,588,674,876,1132,1193,Sangamon County,197465,89901,IL
1716999999,451,537,670,843,964,Schuyler County,7544,3459,IL
1717199999,466,520,692,868,942,Scott County,5355,2459,IL
1717399999,468,522,694,965,1106,Shelby County,22363,10396,IL
1717599999,581,646,824,1053,1195,Stark County,5994,2674,IL
1717799999,468,534,710,894,1022,Stephenson County,47711,22081,IL
1717999999,581,646,824,1053,1195,Tazewell County,135394,57516,IL
1718199999,451,504,670,927,1174,Union County,17808,7924,IL
1718399999,508,611,796,998,1116,Vermilion County,81625,36318,IL
1718599999,489,546,726,988,989,Wabash County,11947,5585,IL
1718799999,532,568,755,960,1028,Warren County,17707,7682,IL
1718999999,568,572,761,954,1036,Washington County,14716,6534,IL
1719199999,451,504,670,840,923,Wayne County,16760,7975,IL
1719399999,427,504,670,879,1007,White County,14665,7181,IL
1719599999,567,609,752,950,1069,Whiteside County,58498,25770,IL
1719799999,953,1099,1279,1626,1944,Will County,677560,237501,IL
1719999999,553,556,740,1024,1303,Williamson County,66357,30359,IL
1720199999,548,620,825,1111,1200,Winnebago County,295266,125965,IL
1720399999,581,646,824,1053,1195,Woodford County,38664,15145,IL
1800199999,486,579,697,1014,1218,Adams County,34387,13014,IN
1800399999,532,624,795,1022,1134,Allen County,355329,152184,IN
1800599999,679,764,911,1161,1245,Bartholomew County,76794,33098,IN
1800799999,638,720,860,1166,1485,Benton County,8854,3937,IN
1800999999,486,524,697,940,1030,Blackford County,12766,6051,IN
1801199999,638,741,907,1213,1379,Boone County,56640,22754,IN
1801399999,638,741,907,1213,1379,Brown County,15242,8285,IN
1801599999,521,524,697,979,982,Carroll County,20155,9472,IN
1801799999,471,555,738,925,1101,Cass County,38966,16474,IN
1801999999,614,698,873,1190,1339,Clark County,110232,47776,IN
1802199999,520,643,815,1071,1110,Clay County,26890,11703,IN
1802399999,489,600,766,1032,1059,Clinton County,33224,13321,IN
1802599999,486,524,697,939,999,Crawford County,10713,5520,IN
1802799999,500,539,717,982,1006,Daviess County,31648,12471,IN
1802999999,598,691,908,1265,1472,Dearborn County,50047,20171,IN
1803199999,596,645,854,1099,1163,Decatur County,25740,11209,IN
1803399999,507,609,761,1017,1036,DeKalb County,42223,17558,IN
1803599999,564,586,773,1000,1221,Delaware County,117671,52357,IN
1803799999,553,556,730,1006,1286,Dubois County,41889,17384,IN
1803999999,522,625,818,1026,1150,Elkhart County,197559,77767,IN
1804199999,521,562,747,956,1108,Fayette County,24277,10898,IN
1804399999,614,698,873,1190,1339,Floyd County,74578,31968,IN
1804599999,563,606,806,1011,1098,Fountain County,17240,7865,IN
1804799999,512,603,802,1006,1149,Franklin County,23087,9538,IN
1804999999,509,636,730,915,994,Fulton County,20836,9708,IN
1805199999,646,664,763,982,1042,Gibson County,33503,14645,IN
1805399999,508,575,731,989,1062,Grant County,70061,30443,IN
1805599999,475,577,697,874,1228,Greene County,33165,15211,IN
1805799999,638,741,907,1213,1379,Hamilton County,274569,106772,IN
1805999999,638,741,907,1213,1379,Hancock County,70002,28125,IN
1806199999,614,698,873,1190,1339,Harrison County,39364,16534,IN
1806399999,638,741,907,1213,1379,Hendricks County,145448,55454,IN
1806599999,576,580,734,969,1011,Henry County,49462,21288,IN
1806799999,522,563,737,1014,1043,Howard County,82752,38679,IN
1806999999,543,598,761,1043,1047,Huntington County,37124,15805,IN
1807199999,548,664,785,1131,1259,Jackson County,42376,18202,IN
1807399999,638,644,847,1062,1492,Jasper County,33478,13168,IN
1807599999,486,532,697,946,949,Jay County,21253,9221,IN
1807799999,609,631,789,1086,1116,Jefferson County,32428,14311,IN
1807999999,568,612,814,1024,1109,Jennings County,28525,12069,IN
1808199999,638,741,907,1213,1379,Johnson County,139654,56649,IN
1808399999,580,584,777,1048,1058,Knox County,38440,17038,IN
1808599999,573,656,802,1057,1092,Kosciusko County,77358,37038,IN
1808799999,509,619,730,1006,1190,LaGrange County,37128,14094,IN
1808999999,614,788,963,1227,1327,Lake County,496005,208750,IN
1809199999,513,608,805,1010,1096,LaPorte County,111467,48448,IN
1809399999,522,589,784,983,1381,Lawrence County,46134,21074,IN
1809599999,488,593,765,997,1159,Madison County,131636,59068,IN
1809799999,638,741,907,1213,1379,Marion County,903393,417862,IN
1809999999,578,593,779,1009,1061,Marshall County,47051,19845,IN
1810199999,486,542,697,1010,1228,Martin County,10334,4786,IN
1810399999,486,607,697,962,1228,Miami County,36903,15479,IN
1810599999,720,753,977,1283,1721,Monroe County,137974,59107,IN
1810799999,573,592,787,1010,1072,Montgomery County,38124,16535,IN
1810999999,638,741,907,1213,1379,Morgan County,68894,27754,IN
1811199999,614,788,963,1227,1327,Newton County,14244,6030,IN
1811399999,519,642,743,995,1243,Noble County,47536,20109,IN
1811599999,598,691,908,1265,1472,Ohio County,6128,2784,IN
1811799999,486,550,697,940,1073,Orange County,19840,9176,IN
1811999999,543,605,757,1008,1333,Owen County,21575,10091,IN
1812199999,519,562,743,932,1170,Parke County,17339,8085,IN
1812399999,509,549,730,970,994,Perry County,19338,8495,IN
1812599999,506,545,725,909,1204,Pike County,12845,5735,IN
1812799999,614,788,963,1227,1327,Porter County,164343,66179,IN
1812999999,594,637,824,1038,1122,Posey County,25910,11207,IN
1813199999,503,558,720,935,1032,Pulaski County,13402,6060,IN
1813399999,548,552,714,1003,1006,Putnam County,37963,14706,IN
1813599999,486,577,697,971,1155,Randolph County,26171,11743,IN
1813799999,501,611,785,1001,1096,Ripley County,28818,11952,IN
1813999999,519,559,743,932,1068,Rush County,17392,7508,IN
1814199999,582,733,913,1171,1243,St. Joseph County,266931,114849,IN
1814399999,589,628,835,1118,1346,Scott County,24181,10440,IN
1814599999,638,741,907,1213,1379,Shelby County,44436,19080,IN
1814799999,445,524,697,923,951,Spencer County,20952,8872,IN
1814999999,540,582,774,970,1226,Starke County,23363,10962,IN
1815199999,564,608,808,1024,1100,Steuben County,34185,19377,IN
1815399999,517,614,810,1016,1103,Sullivan County,21475,8939,IN
1815599999,565,609,810,1099,1103,Switzerland County,10613,4969,IN
1815799999,638,720,860,1166,1485,Tippecanoe County,172780,71096,IN
1815999999,585,696,838,1051,1141,Tipton County,15936,6998,IN
1816199999,494,637,751,942,1089,Union County,7516,3239,IN
1816399999,594,637,824,1038,1122,Vanderburgh County,179703,83003,IN
1816599999,520,643,815,1071,1110,Vermillion County,16212,7488,IN
1816799999,520,643,815,1071,1110,Vigo County,107848,46006,IN
1816999999,546,581,752,943,1024,Wabash County,32888,14171,IN
1817199999,534,600,765,1038,1042,Warren County,8508,3680,IN
1817399999,594,637,824,1038,1122,Warrick County,59689,24203,IN
1817599999,494,560,701,954,1143,Washington County,28262,12220,IN
1817799999,533,578,755,971,1028,Wayne County,68917,31242,IN
1817999999,532,624,795,1022,1134,Wells County,27636,11659,IN
1818199999,542,610,776,1053,1057,White County,24643,12970,IN
1818399999,532,624,795,1022,1134,Whitley County,33292,14281,IN
1900199999,472,496,660,827,899,Adair County,7682,3698,IA
1900399999,465,498,650,945,1098,Adams County,4029,2010,IA
1900599999,465,490,650,815,924,Allamakee County,14330,7617,IA
1900799999,466,490,652,837,892,Appanoose County,12887,6633,IA
1900999999,465,489,650,894,997,Audubon County,6119,2972,IA
1901199999,528,531,668,863,927,Benton County,26076,11095,IA
1901399999,518,636,807,1042,1285,Black Hawk County,131090,55887,IA
1901599999,541,644,757,1027,1031,Boone County,26306,11756,IA
1901799999,459,549,702,948,1125,Bremer County,24276,9915,IA
1901999999,531,535,711,965,968,Buchanan County,20958,8968,IA
1902199999,461,511,679,954,1048,Buena Vista County,20260,8237,IA
1902399999,492,495,654,848,891,Butler County,14867,6682,IA
1902599999,465,566,650,823,885,Calhoun County,9670,5108,IA
1902799999,491,495,658,825,896,Carroll County,20816,9376,IA
1902999999,465,566,650,841,911,Cass County,13956,6591,IA
1903199999,541,568,756,1023,1057,Cedar County,18499,8064,IA
1903399999,485,572,761,984,1191,Cerro Gordo County,44151,22163,IA
1903599999,465,524,650,903,906,Cherokee County,12072,5777,IA
1903799999,465,561,650,882,885,Chickasaw County,12439,5679,IA
1903999999,542,570,758,950,1112,Clarke County,9286,4086,IA
1904199999,465,489,650,941,1145,Clay County,16667,8062,IA
1904399999,453,516,661,848,913,Clayton County,18129,8999,IA
1904599999,524,576,757,996,1156,Clinton County,49116,21733,IA
1904799999,472,496,660,827,899,Crawford County,17096,6943,IA
1904999999,638,756,934,1261,1391,Dallas County,66135,27260,IA
1905199999,494,520,691,935,946,Davis County,8753,3600,IA
1905399999,465,492,650,843,973,Decatur County,8457,3834,IA
1905599999,465,489,650,927,1107,Delaware County,17764,8028,IA
1905799999,491,576,766,966,1160,Des Moines County,40325,18535,IA
1905999999,528,556,739,955,1105,Dickinson County,16667,12849,IA
1906199999,530,621,826,1093,1275,Dubuque County,93653,38951,IA
1906399999,465,514,651,883,887,Emmet County,10302,4758,IA
1906599999,467,491,653,819,889,Fayette County,20880,9558,IA
1906799999,465,520,650,882,885,Floyd County,16303,7526,IA
1906999999,465,489,650,882,885,Franklin County,10680,4894,IA
1907199999,465,489,650,815,925,Fremont County,7441,3431,IA
1907399999,489,514,684,858,1000,Greene County,9336,4546,IA
1907599999,518,636,807,1042,1285,Grundy County,12453,5530,IA
1907799999,638,756,934,1261,1391,Guthrie County,10954,5756,IA
1907999999,513,559,718,916,1160,Hamilton County,15673,7219,IA
1908199999,465,539,650,822,1036,Hancock County,11341,5330,IA
1908399999,465,489,650,935,1090,Hardin County,17534,8224,IA
1908599999,645,792,987,1329,1467,Harrison County,14928,6731,IA
1908799999,577,581,698,945,951,Henry County,20145,8280,IA
1908999999,465,566,650,894,966,Howard County,9566,4367,IA
1909199999,482,507,674,851,990,Humboldt County,9815,4684,IA
1909399999,465,546,650,934,1131,Ida County,7089,3426,IA
1909599999,465,539,650,945,1145,Iowa County,16355,7258,IA
1909799999,493,580,690,939,964,Jackson County,19848,9415,IA
1909999999,490,540,718,970,1112,Jasper County,36842,16181,IA
1910199999,498,586,780,978,1152,Jefferson County,16843,7594,IA
1910399999,675,781,1033,1503,1819,Johnson County,130882,55967,IA
1910599999,453,534,710,926,1093,Jones County,20638,8911,IA
1910799999,465,510,650,906,927,Keokuk County,10511,4931,IA
1910999999,473,497,661,897,900,Kossuth County,15543,7486,IA
1911199999,439,553,689,912,1001,Lee County,35862,16205,IA
1911399999,521,614,817,1156,1274,Linn County,211226,92251,IA
1911599999,522,545,725,909,987,Louisa County,11387,5002,IA
1911799999,533,561,746,992,1016,Lucas County,8898,4238,IA
1911999999,474,498,663,831,903,Lyon County,11581,4848,IA
1912199999,638,756,934,1261,1391,Madison County,15679,6554,IA
1912399999,531,558,742,930,1011,Mahaska County,22381,9766,IA
1912599999,574,578,769,964,1167,Marion County,33309,13914,IA
1912799999,496,608,777,1014,1092,Marshall County,40648,16831,IA
1912999999,645,792,987,1329,1467,Mills County,15059,6109,IA
1913199999,509,512,681,854,928,Mitchell County,10776,4850,IA
1913399999,485,489,650,887,1037,Monona County,9243,4697,IA
1913599999,495,520,692,868,947,Monroe County,7970,3884,IA
1913799999,468,492,655,889,892,Montgomery County,10740,5239,IA
1913999999,570,672,894,1164,1337,Muscatine County,42745,17910,IA
1914199999,465,489,650,905,923,O'Brien County,14398,6649,IA
1914399999,465,489,650,880,890,Osceola County,6462,2990,IA
1914599999,478,503,669,905,1076,Page County,15932,7181,IA
1914799999,465,489,650,897,963,Palo Alto County,9421,4628,IA
1914999999,451,545,707,889,963,Plymouth County,24986,10550,IA
1915199999,465,534,650,882,885,Pocahontas County,7310,3794,IA
1915399999,638,756,934,1261,1391,Polk County,430640,182262,IA
1915599999,645,792,987,1329,1467,Pottawattamie County,93158,39330,IA
1915799999,520,569,727,919,1100,Poweshiek County,18914,8949,IA
1915999999,465,542,650,886,890,Ringgold County,5131,2613,IA
1916199999,465,510,650,926,929,Sac County,10350,5429,IA
1916399999,544,641,822,1070,1201,Scott County,165224,71835,IA
1916599999,510,536,713,968,971,Shelby County,12167,5542,IA
1916799999,499,525,698,924,975,Sioux County,33704,12279,IA
1916999999,636,771,930,1267,1567,Story County,89542,36789,IA
1917199999,524,551,733,919,998,Tama County,17767,7766,IA
1917399999,468,492,654,820,891,Taylor County,6317,3107,IA
1917599999,465,515,650,930,1116,Union County,12534,5937,IA
1917799999,465,522,650,886,890,Van Buren County,7570,3670,IA
1917999999,480,566,753,961,1032,Wapello County,35625,16098,IA
1918199999,638,756,934,1261,1391,Warren County,46225,18371,IA
1918399999,545,618,822,1031,1315,Washington County,21704,9516,IA
1918599999,465,489,650,856,885,Wayne County,6403,3212,IA
1918799999,529,533,677,923,949,Webster County,38013,17035,IA
1918999999,489,492,650,945,957,Winnebago County,10866,5194,IA
1919199999,483,508,676,897,1024,Winneshiek County,21056,8721,IA
1919399999,541,638,848,1063,1155,Woodbury County,102172,41484,IA
1919599999,465,508,650,900,915,Worth County,7598,3548,IA
1919799999,418,499,656,846,932,Wright County,13229,6529,IA
2000199999,508,536,697,874,1127,Allen County,13371,6226,KS
2000399999,508,607,697,1014,1160,Anderson County,8102,3720,KS
2000599999,560,577,768,963,1353,Atchison County,16924,6990,KS
2000799999,511,527,701,879,955,Barber County,4861,2765,KS
2000999999,513,529,704,883,1129,Barton County,27674,12696,KS
2001199999,466,549,730,924,994,Bourbon County,15173,7167,KS
2001399999,508,524,697,874,949,Brown County,9984,4779,KS
2001599999,545,645,854,1167,1378,Butler County,65880,26058,KS
2001799999,508,535,697,944,1020,Chase County,2790,1503,KS
2001999999,575,593,789,989,1155,Chautauqua County,3669,2150,KS
2002199999,525,541,720,973,1122,Cherokee County,21603,9890,KS
2002399999,508,607,697,1014,1048,Cheyenne County,2726,1518,KS
2002599999,555,573,762,1000,1060,Clark County,2215,1135,KS
2002799999,662,683,908,1316,1550,Clay County,8535,4042,KS
2002999999,508,529,697,874,1036,Cloud County,9533,4659,KS
2003199999,508,531,697,947,1089,Coffey County,8601,3964,KS
2003399999,508,524,697,874,1020,Comanche County,1891,1044,KS
2003599999,476,561,746,960,1016,Cowley County,36311,16030,KS
2003799999,581,585,778,1092,1216,Crawford County,39134,17801,KS
2003999999,508,524,697,948,1020,Decatur County,2961,1818,KS
2004199999,455,555,713,968,971,Dickinson County,19754,8972,KS
2004399999,560,621,797,1028,1191,Doniphan County,7945,3576,KS
2004599999,614,681,897,1305,1580,Douglas County,110826,46731,KS
2004799999,508,532,697,886,1020,Edwards County,3037,1636,KS
2004999999,508,525,697,919,1228,Elk County,2882,1760,KS
2005199999,564,585,743,1024,1238,Ellis County,28452,12872,KS
2005399999,508,524,697,874,949,Ellsworth County,6497,3239,KS
2005599999,590,623,810,1016,1248,Finney County,36776,13276,KS
2005799999,582,628,798,1105,1165,Ford County,33848,12005,KS
2005999999,630,678,864,1091,1290,Franklin County,25992,11147,KS
2006199999,804,810,1077,1567,1897,Geary County,34362,14517,KS
2006399999,508,524,697,874,949,Gove County,2695,1373,KS
2006599999,508,607,697,884,1020,Graham County,2597,1484,KS
2006799999,508,524,697,874,1020,Grant County,7829,2945,KS
2006999999,531,561,728,913,992,Gray County,6006,2340,KS
2007199999,508,524,697,915,1020,Greeley County,1247,629,KS
2007399999,508,524,697,874,1113,Greenwood County,6689,4068,KS
2007599999,555,573,762,955,1115,Hamilton County,2690,1236,KS
2007799999,533,550,731,916,1120,Harper County,6034,3116,KS
2007999999,545,645,854,1167,1378,Harvey County,34684,14527,KS
2008199999,702,724,963,1207,1409,Haskell County,4256,1666,KS
2008399999,508,535,697,874,1020,Hodgeman County,1916,973,KS
2008599999,537,628,832,1106,1331,Jackson County,13462,5779,KS
2008799999,537,628,832,1106,1331,Jefferson County,19126,8160,KS
2008999999,508,557,697,874,949,Jewell County,3077,2032,KS
2009199999,606,762,928,1261,1431,Johnson County,544179,226571,KS
2009399999,508,524,697,879,1020,Kearny County,3977,1556,KS
2009599999,464,547,728,976,1168,Kingman County,7858,3818,KS
2009799999,445,607,697,982,1228,Kiowa County,2553,1220,KS
2009999999,470,554,737,943,1211,Labette County,21607,10092,KS
2010199999,553,571,759,996,1111,Lane County,1750,990,KS
2010399999,606,762,928,1261,1431,Leavenworth County,76227,28697,KS
2010599999,508,607,697,915,1020,Lincoln County,3241,1864,KS
2010799999,606,762,928,1261,1431,Linn County,9656,5446,KS
2010999999,508,562,697,957,1077,Logan County,2756,1441,KS
2011199999,446,524,697,946,949,Lyon County,33690,15237,KS
2011399999,609,629,836,1048,1172,McPherson County,29180,12721,KS
2011599999,520,536,713,894,971,Marion County,12660,5946,KS
2011799999,508,524,697,901,949,Marshall County,10117,4866,KS
2011999999,508,524,697,920,949,Meade County,4575,1998,KS
2012199999,606,762,928,1261,1431,Miami County,32787,13190,KS
2012399999,508,524,697,946,949,Mitchell County,6373,3296,KS
2012599999,538,548,729,973,1067,Montgomery County,35471,16578,KS
2012799999,508,580,697,946,949,Morris County,5923,3206,KS
2012999999,508,565,697,874,949,Morton County,3233,1467,KS
2013199999,508,607,697,970,1228,Nemaha County,10178,4562,KS
2013399999,508,599,697,931,949,Neosho County,16512,7513,KS
2013599999,508,607,697,967,970,Ness County,3107,1740,KS
2013799999,508,524,697,1013,1020,Norton County,5671,2542,KS
2013999999,537,628,832,1106,1331,Osage County,16295,7503,KS
2014199999,508,607,697,946,949,Osborne County,3858,2206,KS
2014399999,535,552,734,979,1078,Ottawa County,6091,2779,KS
2014599999,508,607,697,915,1020,Pawnee County,6973,3152,KS
2014799999,508,607,697,1014,1020,Phillips County,5642,3049,KS
2014999999,819,824,1089,1571,1910,Pottawatomie County,21604,8626,KS
2015199999,570,617,782,980,1195,Pratt County,9656,4514,KS
2015399999,508,524,697,874,1020,Rawlins County,2519,1458,KS
2015599999,519,611,813,1023,1135,Reno County,64511,28274,KS
2015799999,508,533,697,899,949,Republic County,4980,2877,KS
2015999999,508,524,697,974,1093,Rice County,10083,4548,KS
2016199999,819,824,1089,1571,1910,Riley County,71115,28212,KS
2016399999,508,550,697,874,949,Rooks County,5181,2768,KS
2016599999,508,607,697,946,949,Rush County,3307,1869,KS
2016799999,554,571,760,1011,1112,Russell County,6970,3910,KS
2016999999,557,618,812,1054,1106,Saline County,55606,24101,KS
2017199999,667,688,915,1147,1486,Scott County,4936,2193,KS
2017399999,545,645,854,1167,1378,Sedgwick County,498365,211593,KS
2017599999,505,682,791,1056,1138,Seward County,22952,8061,KS
2017799999,537,628,832,1106,1331,Shawnee County,177934,79140,KS
2017999999,508,528,697,896,1020,Sheridan County,2556,1265,KS
2018199999,559,577,767,962,1045,Sherman County,6010,3148,KS
2018399999,508,583,697,923,1020,Smith County,3853,2232,KS
2018599999,508,524,697,874,949,Stafford County,4437,2319,KS
2018799999,508,524,697,874,1020,Stanton County,2235,990,KS
2018999999,571,589,783,982,1146,Stevens County,5724,2306,KS
2019199999,484,579,758,950,1213,Sumner County,24132,10865,KS
2019399999,508,580,697,1014,1062,Thomas County,7900,3536,KS
2019599999,576,688,790,990,1076,Trego County,3001,1682,KS
2019799999,537,628,832,1106,1331,Wabaunsee County,7053,3227,KS
2019999999,508,607,697,1014,1020,Wallace County,1485,781,KS
2020199999,508,524,697,874,949,Washington County,5799,2955,KS
2020399999,508,524,697,1014,1020,Wichita County,2234,1054,KS
2020599999,508,524,697,936,1057,Wilson County,9409,4682,KS
2020799999,508,524,697,874,1020,Woodson County,3309,2022,KS
2020999999,606,762,928,1261,1431,Wyandotte County,157505,66747,KS
2100199999,443,466,620,814,851,Adair County,18656,8568,KY
2100399999,537,566,713,961,1184,Allen County,19956,9307,KY
2100599999,550,670,769,1044,1047,Anderson County,21421,9127,KY
2100799999,488,514,683,881,972,Ballard County,8249,3885,KY
2100999999,434,554,680,896,972,Barren County,42173,19188,KY
2101199999,464,488,649,814,897,Bath County,11591,5405,KY
2101399999,480,506,620,838,844,Bell County,28691,13154,KY
2101599999,598,691,908,1265,1472,Boone County,118811,46154,KY
2101799999,610,686,880,1243,1550,Bourbon County,19985,8927,KY
2101999999,504,618,748,1007,1219,Boyd County,49542,21803,KY
2102199999,518,554,725,973,1133,Boyle County,28432,12312,KY
2102399999,598,691,908,1265,1472,Bracken County,8488,3840,KY
2102599999,443,466,620,854,857,Breathitt County,13878,6231,KY
2102799999,443,474,620,777,1066,Breckinridge County,20059,10630,KY
2102999999,614,698,873,1190,1339,Bullitt County,74319,29318,KY
2103199999,488,500,648,895,1003,Butler County,12690,5877,KY
2103399999,443,540,620,814,857,Caldwell County,12984,6292,KY
2103599999,481,571,754,1023,1027,Calloway County,37191,18065,KY
2103799999,598,691,908,1265,1472,Campbell County,90336,39523,KY
2103999999,498,523,696,873,962,Carlisle County,5104,2441,KY
2104199999,522,551,730,983,1090,Carroll County,10811,4696,KY
2104399999,465,489,650,815,1003,Carter County,27720,12311,KY
2104599999,443,540,620,834,844,Casey County,15955,7487,KY
2104799999,574,696,884,1233,1386,Christian County,73955,29459,KY
2104999999,610,686,880,1243,1550,Clark County,35613,15706,KY
2105199999,443,526,620,777,879,Clay County,21730,8875,KY
2105399999,457,502,639,801,870,Clinton County,10272,5311,KY
2105599999,443,483,620,854,857,Crittenden County,9315,4569,KY
2105799999,462,514,646,810,893,Cumberland County,6856,3690,KY
2105999999,558,562,745,943,1162,Daviess County,96656,41452,KY
2106199999,611,644,818,1110,1397,Edmonson County,12161,6467,KY
