state,areaName,countyName,medianProperty,costOfLiving,medianHHIncome,rent1Bed,rent4bed,costOfGroceries,population,hu2010,geoID,fips2010,fipsTxt
IA,"Jasper County, IA",Jasper County,118600,91.3,53829,540,1112,94,36842,16181,05000US19099,1909999999,19099
IA,"Jefferson County, IA",Jefferson County,110700,91.3,46617,586,1152,94,16843,7594,05000US19101,1910199999,19101
IA,"Johnson County, IA",Johnson County,202400,91.3,58904,781,1819,94,130882,55967,05000US19103,1910399999,19103
IA,"Jones County, IA",Jones County,130300,91.3,55210,534,1093,94,20638,8911,05000US19105,1910599999,19105
IA,"Keokuk County, IA",Keokuk County,79500,91.3,49898,510,927,94,10511,4931,05000US19107,1910799999,19107
IA,"Kossuth County, IA",Kossuth County,95800,91.3,55129,497,900,94,15543,7486,05000US19109,1910999999,19109
IA,"Lee County, IA",Lee County,88100,91.3,49654,553,1001,94,35862,16205,05000US19111,1911199999,19111
IA,"Linn County, IA",Linn County,148600,91.3,64625,614,1274,94,211226,92251,05000US19113,1911399999,19113
IA,"Louisa County, IA",Louisa County,102400,91.3,52271,545,987,94,11387,5002,05000US19115,1911599999,19115
IA,"Lucas County, IA",Lucas County,84700,91.3,55871,561,1016,94,8898,4238,05000US19117,1911799999,19117
IA,"Lyon County, IA",Lyon County,118900,91.3,62496,498,903,94,11581,4848,05000US19119,1911999999,19119
IA,"Madison County, IA",Madison County,163000,91.3,64776,756,1391,94,15679,6554,05000US19121,1912199999,19121
IA,"Mahaska County, IA",Mahaska County,109100,91.3,51839,558,1011,94,22381,9766,05000US19123,1912399999,19123
IA,"Marion County, IA",Marion County,144800,91.3,61098,578,1167,94,33309,13914,05000US19125,1912599999,19125
IA,"Marshall County, IA",Marshall County,104600,91.3,53645,608,1092,94,40648,16831,05000US19127,1912799999,19127
IA,"Mills County, IA",Mills County,154200,91.3,75550,792,1467,94,15059,6109,05000US19129,1912999999,19129
IA,"Mitchell County, IA",Mitchell County,110500,91.3,55129,512,928,94,10776,4850,05000US19131,1913199999,19131
IA,"Monona County, IA",Monona County,80100,91.3,47371,489,1037,94,9243,4697,05000US19133,1913399999,19133
IA,"Monroe County, IA",Monroe County,93400,91.3,49402,520,947,94,7970,3884,05000US19135,1913599999,19135
IA,"Montgomery County, IA",Montgomery County,80700,91.3,47197,492,892,94,10740,5239,05000US19137,1913799999,19137
IA,"Muscatine County, IA",Muscatine County,126600,91.3,57583,672,1337,94,42745,17910,05000US19139,1913999999,19139
IA,"O'Brien County, IA",O'Brien County,107800,91.3,50607,489,923,94,14398,6649,05000US19141,1914199999,19141
IA,"Osceola County, IA",Osceola County,85900,91.3,55375,489,890,94,6462,2990,05000US19143,1914399999,19143
IA,"Page County, IA",Page County,85800,91.3,49507,503,1076,94,15932,7181,05000US19145,1914599999,19145
IA,"Palo Alto County, IA",Palo Alto County,86600,91.3,50642,489,963,94,9421,4628,05000US19147,1914799999,19147
IA,"Plymouth County, IA",Plymouth County,143000,91.3,66070,545,963,94,24986,10550,05000US19149,1914999999,19149
IA,"Pocahontas County, IA",Pocahontas County,70800,91.3,51260,534,885,94,7310,3794,05000US19151,1915199999,19151
IA,"Polk County, IA",Polk County,161100,91.3,64169,756,1391,94,430640,182262,05000US19153,1915399999,19153
IA,"Pottawattamie County, IA",Pottawattamie County,128500,91.3,55442,792,1467,94,93158,39330,05000US19155,1915599999,19155
IA,"Poweshiek County, IA",Poweshiek County,128100,91.3,52408,569,1100,94,18914,8949,05000US19157,1915799999,19157
IA,"Ringgold County, IA",Ringgold County,75700,91.3,47638,542,890,94,5131,2613,05000US19159,1915999999,19159
IA,"Sac County, IA",Sac County,83200,91.3,54660,510,929,94,10350,5429,05000US19161,1916199999,19161
IA,"Scott County, IA",Scott County,150900,91.3,56208,641,1201,94,165224,71835,05000US19163,1916399999,19163
IA,"Shelby County, IA",Shelby County,107900,91.3,59121,536,971,94,12167,5542,05000US19165,1916599999,19165
IA,"Sioux County, IA",Sioux County,147700,91.3,66605,525,975,94,33704,12279,05000US19167,1916799999,19167
IA,"Story County, IA",Story County,167800,91.3,55561,771,1567,94,89542,36789,05000US19169,1916999999,19169
IA,"Tama County, IA",Tama County,103300,91.3,50468,551,998,94,17767,7766,05000US19171,1917199999,19171
IA,"Taylor County, IA",Taylor County,74800,91.3,50695,492,891,94,6317,3107,05000US19173,1917399999,19173
IA,"Union County, IA",Union County,88100,91.3,47422,515,1116,94,12534,5937,05000US19175,1917599999,19175
IA,"Van Buren County, IA",Van Buren County,80400,91.3,44875,522,890,94,7570,3670,05000US19177,1917799999,19177
IA,"Wapello County, IA",Wapello County,81400,91.3,41312,566,1032,94,35625,16098,05000US19179,1917999999,19179
IA,"Warren County, IA",Warren County,165200,91.3,74031,756,1391,94,46225,18371,05000US19181,1918199999,19181
IA,"Washington County, IA",Washington County,127500,91.3,57315,618,1315,94,21704,9516,05000US19183,1918399999,19183
IA,"Wayne County, IA",Wayne County,73200,91.3,41118,489,885,94,6403,3212,05000US19185,1918599999,19185
IA,"Webster County, IA",Webster County,90000,91.3,48013,533,949,94,38013,17035,05000US19187,1918799999,19187
IA,"Winnebago County, IA",Winnebago County,93300,91.3,52953,492,957,94,10866,5194,05000US19189,1918999999,19189
IA,"Winneshiek County, IA",Winneshiek County,159400,91.3,62115,508,1024,94,21056,8721,05000US19191,1919199999,19191
IA,"Woodbury County, IA",Woodbury County,104300,91.3,51877,638,1155,94,102172,41484,05000US19193,1919399999,19193
IA,"Worth County, IA",Worth County,95100,91.3,54628,508,915,94,7598,3548,05000US19195,1919599999,19195
IA,"Wright County, IA",Wright County,76700,91.3,47815,499,932,94,13229,6529,05000US19197,1919799999,19197
KS,"Allen County, KS",Allen County,73700,90.2,41950,536,1127,94.5,13371,6226,05000US20001,2000199999,20001
KS,"Anderson County, KS",Anderson County,91200,90.2,49215,607,1160,94.5,8102,3720,05000US20003,2000399999,20003
KS,"Atchison County, KS",Atchison County,100300,90.2,49826,577,1353,94.5,16924,6990,05000US20005,2000599999,20005
KS,"Barber County, KS",Barber County,77400,90.2,47540,527,955,94.5,4861,2765,05000US20007,2000799999,20007
KS,"Barton County, KS",Barton County,83700,90.2,47194,529,1129,94.5,27674,12696,05000US20009,2000999999,20009
KS,"Bourbon County, KS",Bourbon County,82300,90.2,44424,549,994,94.5,15173,7167,05000US20011,2001199999,20011
KS,"Brown County, KS",Brown County,86000,90.2,43960,524,949,94.5,9984,4779,05000US20013,2001399999,20013
KS,"Butler County, KS",Butler County,137800,90.2,60836,645,1378,94.5,65880,26058,05000US20015,2001599999,20015
KS,"Chase County, KS",Chase County,83200,90.2,44940,535,1020,94.5,2790,1503,05000US20017,2001799999,20017
KS,"Chautauqua County, KS",Chautauqua County,53900,90.2,40859,593,1155,94.5,3669,2150,05000US20019,2001999999,20019
KS,"Cherokee County, KS",Cherokee County,74800,90.2,41140,541,1122,94.5,21603,9890,05000US20021,2002199999,20021
KS,"Cheyenne County, KS",Cheyenne County,84500,90.2,42649,607,1048,94.5,2726,1518,05000US20023,2002399999,20023
KS,"Clark County, KS",Clark County,67300,90.2,51280,573,1060,94.5,2215,1135,05000US20025,2002599999,20025
KS,"Clay County, KS",Clay County,99400,90.2,50291,683,1550,94.5,8535,4042,05000US20027,2002799999,20027
KS,"Cloud County, KS",Cloud County,72500,90.2,42431,529,1036,94.5,9533,4659,05000US20029,2002999999,20029
KS,"Coffey County, KS",Coffey County,107300,90.2,57224,531,1089,94.5,8601,3964,05000US20031,2003199999,20031
KS,"Comanche County, KS",Comanche County,65900,90.2,44898,524,1020,94.5,1891,1044,05000US20033,2003399999,20033
KS,"Cowley County, KS",Cowley County,83000,90.2,45907,561,1016,94.5,36311,16030,05000US20035,2003599999,20035
KS,"Crawford County, KS",Crawford County,85100,90.2,39521,585,1216,94.5,39134,17801,05000US20037,2003799999,20037
KS,"Decatur County, KS",Decatur County,61400,90.2,41095,524,1020,94.5,2961,1818,05000US20039,2003999999,20039
KS,"Dickinson County, KS",Dickinson County,110300,90.2,50268,555,971,94.5,19754,8972,05000US20041,2004199999,20041
KS,"Doniphan County, KS",Doniphan County,92000,90.2,47320,621,1191,94.5,7945,3576,05000US20043,2004399999,20043
KS,"Douglas County, KS",Douglas County,181900,90.2,55446,681,1580,94.5,110826,46731,05000US20045,2004599999,20045
KS,"Edwards County, KS",Edwards County,58000,90.2,46825,532,1020,94.5,3037,1636,05000US20047,2004799999,20047
KS,"Elk County, KS",Elk County,48800,90.2,40227,525,1228,94.5,2882,1760,05000US20049,2004999999,20049
KS,"Ellis County, KS",Ellis County,155900,90.2,52265,585,1238,94.5,28452,12872,05000US20051,2005199999,20051
KS,"Ellsworth County, KS",Ellsworth County,85700,90.2,50403,524,949,94.5,6497,3239,05000US20053,2005399999,20053
KS,"Finney County, KS",Finney County,122700,90.2,51812,623,1248,94.5,36776,13276,05000US20055,2005599999,20055
KS,"Ford County, KS",Ford County,103600,90.2,47175,628,1165,94.5,33848,12005,05000US20057,2005799999,20057
KS,"Franklin County, KS",Franklin County,118200,90.2,50155,678,1290,94.5,25992,11147,05000US20059,2005999999,20059
KS,"Geary County, KS",Geary County,136100,90.2,46326,810,1897,94.5,34362,14517,05000US20061,2006199999,20061
KS,"Gove County, KS",Gove County,77800,90.2,51445,524,949,94.5,2695,1373,05000US20063,2006399999,20063
KS,"Graham County, KS",Graham County,72000,90.2,42224,607,1020,94.5,2597,1484,05000US20065,2006599999,20065
KS,"Grant County, KS",Grant County,101000,90.2,58620,524,1020,94.5,7829,2945,05000US20067,2006799999,20067
KS,"Gray County, KS",Gray County,115300,90.2,64274,561,992,94.5,6006,2340,05000US20069,2006999999,20069
KS,"Greeley County, KS",Greeley County,89100,90.2,47620,524,1020,94.5,1247,629,05000US20071,2007199999,20071
KS,"Greenwood County, KS",Greenwood County,59300,90.2,40518,524,1113,94.5,6689,4068,05000US20073,2007399999,20073
KS,"Hamilton County, KS",Hamilton County,88100,90.2,49932,573,1115,94.5,2690,1236,05000US20075,2007599999,20075
KS,"Harper County, KS",Harper County,66200,90.2,42023,550,1120,94.5,6034,3116,05000US20077,2007799999,20077
KS,"Harvey County, KS",Harvey County,120600,90.2,56848,645,1378,94.5,34684,14527,05000US20079,2007999999,20079
KS,"Haskell County, KS",Haskell County,114800,90.2,50514,724,1409,94.5,4256,1666,05000US20081,2008199999,20081
KS,"Hodgeman County, KS",Hodgeman County,85900,90.2,51244,535,1020,94.5,1916,973,05000US20083,2008399999,20083
KS,"Jackson County, KS",Jackson County,121000,90.2,57869,628,1331,94.5,13462,5779,05000US20085,2008599999,20085
KS,"Jefferson County, KS",Jefferson County,130100,90.2,62285,628,1331,94.5,19126,8160,05000US20087,2008799999,20087
KS,"Jewell County, KS",Jewell County,53200,90.2,40940,557,949,94.5,3077,2032,05000US20089,2008999999,20089
KS,"Johnson County, KS",Johnson County,222400,90.2,80872,762,1431,94.5,544179,226571,05000US20091,2009199999,20091
KS,"Kearny County, KS",Kearny County,91000,90.2,59254,524,1020,94.5,3977,1556,05000US20093,2009399999,20093
KS,"Kingman County, KS",Kingman County,90200,90.2,59721,547,1168,94.5,7858,3818,05000US20095,2009599999,20095
KS,"Kiowa County, KS",Kiowa County,118400,90.2,42976,607,1228,94.5,2553,1220,05000US20097,2009799999,20097
KS,"Labette County, KS",Labette County,75300,90.2,41103,554,1211,94.5,21607,10092,05000US20099,2009999999,20099
KS,"Lane County, KS",Lane County,74700,90.2,56677,571,1111,94.5,1750,990,05000US20101,2010199999,20101
KS,"Leavenworth County, KS",Leavenworth County,168900,90.2,67558,762,1431,94.5,76227,28697,05000US20103,2010399999,20103
KS,"Lincoln County, KS",Lincoln County,69300,90.2,42092,607,1020,94.5,3241,1864,05000US20105,2010599999,20105
KS,"Linn County, KS",Linn County,90500,90.2,44391,762,1431,94.5,9656,5446,05000US20107,2010799999,20107
KS,"Logan County, KS",Logan County,80500,90.2,48453,562,1077,94.5,2756,1441,05000US20109,2010999999,20109
KS,"Lyon County, KS",Lyon County,94500,90.2,43600,524,949,94.5,33690,15237,05000US20111,2011199999,20111
KS,"McPherson County, KS",McPherson County,138800,90.2,56488,629,1172,94.5,29180,12721,05000US20113,2011399999,20113
KS,"Marion County, KS",Marion County,82600,90.2,51569,536,971,94.5,12660,5946,05000US20115,2011599999,20115
KS,"Marshall County, KS",Marshall County,92000,90.2,48687,524,949,94.5,10117,4866,05000US20117,2011799999,20117
KS,"Meade County, KS",Meade County,91100,90.2,57187,524,949,94.5,4575,1998,05000US20119,2011999999,20119
KS,"Miami County, KS",Miami County,173400,90.2,67651,762,1431,94.5,32787,13190,05000US20121,2012199999,20121
KS,"Mitchell County, KS",Mitchell County,90000,90.2,49552,524,949,94.5,6373,3296,05000US20123,2012399999,20123
KS,"Montgomery County, KS",Montgomery County,71600,90.2,41281,548,1067,94.5,35471,16578,05000US20125,2012599999,20125
KS,"Morris County, KS",Morris County,89500,90.2,48093,580,949,94.5,5923,3206,05000US20127,2012799999,20127
KS,"Morton County, KS",Morton County,105600,90.2,49717,565,949,94.5,3233,1467,05000US20129,2012999999,20129
KS,"Nemaha County, KS",Nemaha County,110400,90.2,55324,607,1228,94.5,10178,4562,05000US20131,2013199999,20131
KS,"Neosho County, KS",Neosho County,74500,90.2,42441,599,949,94.5,16512,7513,05000US20133,2013399999,20133
KS,"Ness County, KS",Ness County,68800,90.2,46439,607,970,94.5,3107,1740,05000US20135,2013599999,20135
KS,"Norton County, KS",Norton County,69700,90.2,45845,524,1020,94.5,5671,2542,05000US20137,2013799999,20137
KS,"Osage County, KS",Osage County,101800,90.2,54760,628,1331,94.5,16295,7503,05000US20139,2013999999,20139
KS,"Osborne County, KS",Osborne County,60100,90.2,41967,607,949,94.5,3858,2206,05000US20141,2014199999,20141
KS,"Ottawa County, KS",Ottawa County,92800,90.2,52808,552,1078,94.5,6091,2779,05000US20143,2014399999,20143
KS,"Pawnee County, KS",Pawnee County,77200,90.2,46961,607,1020,94.5,6973,3152,05000US20145,2014599999,20145
KS,"Phillips County, KS",Phillips County,76500,90.2,49386,607,1020,94.5,5642,3049,05000US20147,2014799999,20147
KS,"Pottawatomie County, KS",Pottawatomie County,165900,90.2,64704,824,1910,94.5,21604,8626,05000US20149,2014999999,20149
KS,"Pratt County, KS",Pratt County,86300,90.2,51419,617,1195,94.5,9656,4514,05000US20151,2015199999,20151
KS,"Rawlins County, KS",Rawlins County,81500,90.2,47377,524,1020,94.5,2519,1458,05000US20153,2015399999,20153
KS,"Reno County, KS",Reno County,96100,90.2,46208,611,1135,94.5,64511,28274,05000US20155,2015599999,20155
KS,"Republic County, KS",Republic County,55400,90.2,43921,533,949,94.5,4980,2877,05000US20157,2015799999,20157
KS,"Rice County, KS",Rice County,74200,90.2,47737,524,1093,94.5,10083,4548,05000US20159,2015999999,20159
KS,"Riley County, KS",Riley County,184500,90.2,49901,824,1910,94.5,71115,28212,05000US20161,2016199999,20161
KS,"Rooks County, KS",Rooks County,74600,90.2,45268,550,949,94.5,5181,2768,05000US20163,2016399999,20163
KS,"Rush County, KS",Rush County,66700,90.2,45281,607,949,94.5,3307,1869,05000US20165,2016599999,20165
KS,"Russell County, KS",Russell County,85100,90.2,43857,571,1112,94.5,6970,3910,05000US20167,2016799999,20167
KS,"Saline County, KS",Saline County,123200,90.2,48748,618,1106,94.5,55606,24101,05000US20169,2016999999,20169
KS,"Scott County, KS",Scott County,133500,90.2,60540,688,1486,94.5,4936,2193,05000US20171,2017199999,20171
KS,"Sedgwick County, KS",Sedgwick County,128000,90.2,52612,645,1378,94.5,498365,211593,05000US20173,2017399999,20173
KS,"Seward County, KS",Seward County,89400,90.2,48648,682,1138,94.5,22952,8061,05000US20175,2017599999,20175
KS,"Shawnee County, KS",Shawnee County,125900,90.2,55387,628,1331,94.5,177934,79140,05000US20177,2017799999,20177
KS,"Sheridan County, KS",Sheridan County,91400,90.2,49860,528,1020,94.5,2556,1265,05000US20179,2017999999,20179
KS,"Sherman County, KS",Sherman County,80400,90.2,48456,577,1045,94.5,6010,3148,05000US20181,2018199999,20181
KS,"Smith County, KS",Smith County,65200,90.2,40006,583,1020,94.5,3853,2232,05000US20183,2018399999,20183
KS,"Stafford County, KS",Stafford County,64900,90.2,46104,524,949,94.5,4437,2319,05000US20185,2018599999,20185
KS,"Stanton County, KS",Stanton County,76900,90.2,58135,524,1020,94.5,2235,990,05000US20187,2018799999,20187
KS,"Stevens County, KS",Stevens County,98600,90.2,57432,589,1146,94.5,5724,2306,05000US20189,2018999999,20189
KS,"Sumner County, KS",Sumner County,84200,90.2,52186,579,1213,94.5,24132,10865,05000US20191,2019199999,20191
KS,"Thomas County, KS",Thomas County,110100,90.2,53816,580,1062,94.5,7900,3536,05000US20193,2019399999,20193
KS,"Trego County, KS",Trego County,82000,90.2,46756,688,1076,94.5,3001,1682,05000US20195,2019599999,20195
KS,"Wabaunsee County, KS",Wabaunsee County,112700,90.2,61502,628,1331,94.5,7053,3227,05000US20197,2019799999,20197
KS,"Wallace County, KS",Wallace County,82500,90.2,47844,607,1020,94.5,1485,781,05000US20199,2019999999,20199
KS,"Washington County, KS",Washington County,73900,90.2,45077,524,949,94.5,5799,2955,05000US20201,2020199999,20201
KS,"Wichita County, KS",Wichita County,81800,90.2,55336,524,1020,94.5,2234,1054,05000US20203,2020399999,20203
KS,"Wilson County, KS",Wilson County,61700,90.2,43134,524,1057,94.5,9409,4682,05000US20205,2020599999,20205
KS,"Woodson County, KS",Woodson County,52100,90.2,35417,524,1020,94.5,3309,2022,05000US20207,2020799999,20207
KS,"Wyandotte County, KS",Wyandotte County,90100,90.2,43396,762,1431,94.5,157505,66747,05000US20209,2020999999,20209
KY,"Adair County, KY",Adair County,86100,93.7,33925,466,851,89.9,18656,8568,05000US21001,2100199999,21001
KY,"Allen County, KY",Allen County,98200,93.7,41368,566,1184,89.9,19956,9307,05000US21003,2100399999,21003
KY,"Anderson County, KY",Anderson County,136300,93.7,57448,670,1047,89.9,21421,9127,05000US21005,2100599999,21005
KY,"Ballard County, KY",Ballard County,108400,93.7,45074,514,972,89.9,8249,3885,05000US21007,2100799999,21007
KY,"Barren County, KY",Barren County,108300,93.7,40274,554,972,89.9,42173,19188,05000US21009,2100999999,21009
KY,"Bath County, KY",Bath County,73500,93.7,36468,488,897,89.9,11591,5405,05000US21011,2101199999,21011
KY,"Bell County, KY",Bell County,59800,93.7,26014,506,844,89.9,28691,13154,05000US21013,2101399999,21013
KY,"Boone County, KY",Boone County,178300,93.7,72942,691,1472,89.9,118811,46154,05000US21015,2101599999,21015
KY,"Bourbon County, KY",Bourbon County,140500,93.7,46231,686,1550,89.9,19985,8927,05000US21017,2101799999,21017
KY,"Boyd County, KY",Boyd County,100700,93.7,44569,618,1219,89.9,49542,21803,05000US21019,2101999999,21019
KY,"Boyle County, KY",Boyle County,136900,93.7,44834,554,1133,89.9,28432,12312,05000US21021,2102199999,21021
KY,"Bracken County, KY",Bracken County,96200,93.7,47182,691,1472,89.9,8488,3840,05000US21023,2102399999,21023
KY,"Breathitt County, KY",Breathitt County,49600,93.7,26659,466,857,89.9,13878,6231,05000US21025,2102599999,21025
KY,"Breckinridge County, KY",Breckinridge County,91600,93.7,43053,474,1066,89.9,20059,10630,05000US21027,2102799999,21027
KY,"Bullitt County, KY",Bullitt County,149000,93.7,63570,698,1339,89.9,74319,29318,05000US21029,2102999999,21029
KY,"Butler County, KY",Butler County,92300,93.7,41701,500,1003,89.9,12690,5877,05000US21031,2103199999,21031
KY,"Caldwell County, KY",Caldwell County,95600,93.7,40327,540,857,89.9,12984,6292,05000US21033,2103399999,21033
KY,"Calloway County, KY",Calloway County,123400,93.7,39438,571,1027,89.9,37191,18065,05000US21035,2103599999,21035
KY,"Campbell County, KY",Campbell County,156600,93.7,61490,691,1472,89.9,90336,39523,05000US21037,2103799999,21037
KY,"Carlisle County, KY",Carlisle County,78800,93.7,45362,523,962,89.9,5104,2441,05000US21039,2103999999,21039
KY,"Carroll County, KY",Carroll County,104200,93.7,47726,551,1090,89.9,10811,4696,05000US21041,2104199999,21041
KY,"Carter County, KY",Carter County,81000,93.7,37406,489,1003,89.9,27720,12311,05000US21043,2104399999,21043
KY,"Casey County, KY",Casey County,76000,93.7,29417,540,844,89.9,15955,7487,05000US21045,2104599999,21045
KY,"Christian County, KY",Christian County,109200,93.7,41081,696,1386,89.9,73955,29459,05000US21047,2104799999,21047
KY,"Clark County, KY",Clark County,138000,93.7,48474,686,1550,89.9,35613,15706,05000US21049,2104999999,21049
KY,"Clay County, KY",Clay County,54500,93.7,24901,526,879,89.9,21730,8875,05000US21051,2105199999,21051
KY,"Clinton County, KY",Clinton County,65900,93.7,29582,502,870,89.9,10272,5311,05000US21053,2105399999,21053
KY,"Crittenden County, KY",Crittenden County,78500,93.7,40656,483,857,89.9,9315,4569,05000US21055,2105599999,21055
KY,"Cumberland County, KY",Cumberland County,82100,93.7,30771,514,893,89.9,6856,3690,05000US21057,2105799999,21057
KY,"Daviess County, KY",Daviess County,119400,93.7,51153,562,1162,89.9,96656,41452,05000US21059,2105999999,21059
KY,"Edmonson County, KY",Edmonson County,86600,93.7,38395,644,1397,89.9,12161,6467,05000US21061,2106199999,21061
KY,"Elliott County, KY",Elliott County,70700,93.7,33335,551,958,89.9,7852,3371,05000US21063,2106399999,21063
KY,"Estill County, KY",Estill County,74200,93.7,33839,484,913,89.9,14672,6865,05000US21065,2106599999,21065
KY,"Fayette County, KY",Fayette County,170800,93.7,53288,686,1550,89.9,295803,135160,05000US21067,2106799999,21067
KY,"Fleming County, KY",Fleming County,86400,93.7,38860,466,857,89.9,14348,6623,05000US21069,2106999999,21069
KY,"Floyd County, KY",Floyd County,69400,93.7,31295,545,886,89.9,39451,18175,05000US21071,2107199999,21071
KY,"Franklin County, KY",Franklin County,138800,93.7,52395,662,1158,89.9,49285,23164,05000US21073,2107399999,21073
KY,"Fulton County, KY",Fulton County,61600,93.7,30605,486,881,89.9,6813,3372,05000US21075,2107599999,21075
KY,"Gallatin County, KY",Gallatin County,108700,93.7,49945,691,1472,89.9,8589,3786,05000US21077,2107799999,21077
KY,"Garrard County, KY",Garrard County,129500,93.7,46967,538,1022,89.9,16912,7463,05000US21079,2107999999,21079
KY,"Grant County, KY",Grant County,122000,93.7,49312,613,1313,89.9,24662,9942,05000US21081,2108199999,21081
KY,"Graves County, KY",Graves County,94400,93.7,41705,499,1005,89.9,37121,16777,05000US21083,2108399999,21083
KY,"Grayson County, KY",Grayson County,102700,93.7,38418,540,857,89.9,25746,13561,05000US21085,2108599999,21085
KY,"Green County, KY",Green County,75000,93.7,36246,466,844,89.9,11258,5324,05000US21087,2108799999,21087
KY,"Greenup County, KY",Greenup County,99700,93.7,46815,618,1219,89.9,36910,16330,05000US21089,2108999999,21089
KY,"Hancock County, KY",Hancock County,105600,93.7,56823,562,1162,89.9,8565,3734,05000US21091,2109199999,21091
KY,"Hardin County, KY",Hardin County,145700,93.7,52040,599,1404,89.9,105543,43261,05000US21093,2109399999,21093
KY,"Harlan County, KY",Harlan County,52700,93.7,25240,485,844,89.9,29278,13513,05000US21095,2109599999,21095
KY,"Harrison County, KY",Harrison County,123700,93.7,49615,577,985,89.9,18846,8208,05000US21097,2109799999,21097
KY,"Hart County, KY",Hart County,83600,93.7,36628,529,886,89.9,18199,8559,05000US21099,2109999999,21099
KY,"Henderson County, KY",Henderson County,113500,93.7,46936,637,1122,89.9,46250,20320,05000US21101,2110199999,21101
KY,"Henry County, KY",Henry County,122300,93.7,51774,698,1339,89.9,15416,6640,05000US21103,2110399999,21103
KY,"Hickman County, KY",Hickman County,68200,93.7,39859,540,844,89.9,4902,2342,05000US21105,2110599999,21105
KY,"Hopkins County, KY",Hopkins County,92500,93.7,43590,520,1054,89.9,46920,21180,05000US21107,2110799999,21107
KY,"Jackson County, KY",Jackson County,79400,93.7,30798,501,858,89.9,13494,6523,05000US21109,2110999999,21109
KY,"Jefferson County, KY",Jefferson County,154100,93.7,52008,698,1339,89.9,741096,337616,05000US21111,2111199999,21111
KY,"Jessamine County, KY",Jessamine County,160500,93.7,55047,686,1550,89.9,48586,19331,05000US21113,2111399999,21113
KY,"Johnson County, KY",Johnson County,83800,93.7,35408,471,844,89.9,23356,10624,05000US21115,2111599999,21115
KY,"Kenton County, KY",Kenton County,147000,93.7,61798,691,1472,89.9,159720,68975,05000US21117,2111799999,21117
KY,"Knott County, KY",Knott County,50900,93.7,29786,466,852,89.9,16346,7461,05000US21119,2111999999,21119
KY,"Knox County, KY",Knox County,77000,93.7,27432,524,1008,89.9,31883,14485,05000US21121,2112199999,21121
KY,"Larue County, KY",Larue County,111600,93.7,44522,599,1404,89.9,14193,6172,05000US21123,2112399999,21123
KY,"Laurel County, KY",Laurel County,99900,93.7,38323,555,968,89.9,58849,25446,05000US21125,2112599999,21125
KY,"Lawrence County, KY",Lawrence County,82800,93.7,33757,540,1092,89.9,15860,7286,05000US21127,2112799999,21127
KY,"Lee County, KY",Lee County,63800,93.7,25372,471,857,89.9,7887,3436,05000US21129,2112999999,21129
KY,"Leslie County, KY",Leslie County,44200,93.7,28595,493,857,89.9,11310,5278,05000US21131,2113199999,21131
KY,"Letcher County, KY",Letcher County,57300,93.7,29308,525,924,89.9,24519,11601,05000US21133,2113399999,21133
KY,"Lewis County, KY",Lewis County,63500,93.7,32848,540,942,89.9,13870,6481,05000US21135,2113599999,21135
KY,"Lincoln County, KY",Lincoln County,89400,93.7,35934,477,999,89.9,24742,10819,05000US21137,2113799999,21137
KY,"Livingston County, KY",Livingston County,88700,93.7,45229,555,910,89.9,9519,4824,05000US21139,2113999999,21139
KY,"Logan County, KY",Logan County,96500,93.7,43985,559,902,89.9,26835,12339,05000US21141,2114199999,21141
KY,"Lyon County, KY",Lyon County,129400,93.7,44767,471,857,89.9,8314,4791,05000US21143,2114399999,21143
KY,"McCracken County, KY",McCracken County,127600,93.7,42936,585,1148,89.9,65565,31079,05000US21145,2114599999,21145
KY,"McCreary County, KY",McCreary County,62500,93.7,25087,466,844,89.9,18306,7507,05000US21147,2114799999,21147
KY,"McLean County, KY",McLean County,98200,93.7,43656,562,1162,89.9,9531,4264,05000US21149,2114999999,21149
KY,"Madison County, KY",Madison County,147400,93.7,45406,546,1101,89.9,82916,35043,05000US21151,2115199999,21151
KY,"Magoffin County, KY",Magoffin County,56500,93.7,28996,532,844,89.9,13333,5950,05000US21153,2115399999,21153
KY,"Marion County, KY",Marion County,99700,93.7,41233,574,1161,89.9,19820,8182,05000US21155,2115599999,21155
KY,"Marshall County, KY",Marshall County,115300,93.7,50165,677,1123,89.9,31448,15748,05000US21157,2115799999,21157
KY,"Martin County, KY",Martin County,75600,93.7,29861,540,1092,89.9,12929,5164,05000US21159,2115999999,21159
KY,"Mason County, KY",Mason County,105600,93.7,43683,520,917,89.9,17490,8105,05000US21161,2116199999,21161
KY,"Meade County, KY",Meade County,134700,93.7,51893,593,1374,89.9,28602,11762,05000US21163,2116399999,21163
KY,"Menifee County, KY",Menifee County,78500,93.7,33734,479,868,89.9,6306,3744,05000US21165,2116599999,21165
KY,"Mercer County, KY",Mercer County,134000,93.7,51048,505,1184,89.9,21331,9941,05000US21167,2116799999,21167
KY,"Metcalfe County, KY",Metcalfe County,77600,93.7,33562,540,844,89.9,10099,4681,05000US21169,2116999999,21169
KY,"Monroe County, KY",Monroe County,71600,93.7,33425,469,850,89.9,10963,5204,05000US21171,2117199999,21171
KY,"Montgomery County, KY",Montgomery County,114500,93.7,44890,547,1174,89.9,26499,11699,05000US21173,2117399999,21173
KY,"Morgan County, KY",Morgan County,76900,93.7,33716,540,962,89.9,13923,5830,05000US21175,2117599999,21175
